Realized,Predicted,Correct
-0.8226059654631079,0.1475108702930275,0
0.7471191591743809,-0.2728621099466862,0
0.7264186383770207,0.38277266810038113,1
0.7057181175796604,0.34331293813949815,1
0.6850175967823002,0.2676412609557471,1
-0.15604519068722622,0.2610115287873284,0
0.1375343835958942,-0.08705722613324565,0
0.5743538519165758,0.07473318659669351,1
1.9863438857852467,0.279505907675062,1
1.3242292571901646,0.8343518035026658,1
0.6621146285950823,0.4748898536314521,1
0.0,0.16863362075592764,1
1.3146682897139383,-0.04774372926382363,0
0.10212663702990898,0.5590066479400164,1
0.006001320290449641,0.022665206618008596,1
0.34205472875661336,-0.01858003017911642,0
-0.45972142337821575,0.1782079151621495,0
-1.2614975755130449,-0.16670220102063707,1
-2.063273727647874,-0.4782003339372978,1
1.8624816805080657,-0.7408653957355615,0
-0.3656855104610113,0.964826455439176,0
0.6197352587244298,-0.10773904320406309,0
-0.4365245470310253,0.23403896365413634,0
-0.14687222054320753,-0.15303735012071318,1
0.1427801059446102,-0.0275817800076206,0
0.432432432432428,0.12555658280532894,1
-0.01196029183112568,0.22011158569066155,0
-0.3050239234449692,0.009713607453993009,0
-0.8998740176375253,-0.10442908222023473,1
0.6598462376657288,-0.3189650128652427,0
0.9270276337064305,0.3688986386543484,1
1.1942090297471322,0.43474093355352605,1
1.461390425787834,0.4657333852336056,1
-0.5393871139825701,0.5532286693388607,0
1.9308700834326453,-0.3021876211602914,0
-0.2630963517305851,0.803840147656106,0
-1.1548156398382026,-0.1319462009395281,1
-1.1810580523841319,-0.5106284877991103,1
-1.2073004649300612,-0.3858547211198219,1
-1.2335428774759905,-0.3570706707637702,1
0.2341779752612183,-0.3660436839345767,0
-2.3303180974061033,0.24645538584229248,0
0.5274779195289625,-0.8854613570544205,0
-1.0189139719341211,0.353318272765217,0
0.2432825261794076,-0.3055986469473896,0
1.5054790242929363,0.16324118203767451,1
2.7676755224064653,0.6983799648073143,1
-0.10796545105566935,1.1125638532869275,0
-0.013635115347820914,-0.19325947595140308,1
0.08069522036002752,-0.08068811908904322,0
1.7552564659182535,0.0789975273556966,1
1.4424290942279223,0.7659775912701082,1
1.1296017225375912,0.5577040944389484,1
0.8167743508472602,0.36932411274119,1
1.3240628778718344,0.26716451591417445,1
0.7936034369592448,0.5056941356774226,1
0.10655931802037166,0.27652895788865817,1
-1.3424009461856734,-0.0073639522714062655,1
-2.1237297442592507,-0.5563710290443956,1
-2.251850034468409,-0.7874886364815075,1
-2.379970324677568,-0.7437575886770625,1
-2.5080906148867266,-0.7583703854787416,1
-0.49792531120331773,-0.8014736887284788,1
-0.7185475075383363,0.04683769774530868,0
-0.9578883268794094,-0.12916549626541846,1
-1.1972291462204825,-0.30594093623398744,1
-1.4365699655615556,-0.38589397723126684,1
1.205403533079319,-0.4651950326121227,0
-0.2464234376069685,0.6568676034525931,0
-1.2008508886296565,-0.05415028552640897,1
-0.9869540810451272,-0.5008381084904011,1
-0.7730572734605978,-0.30754092848324804,1
-0.6531218938893893,-0.18734263163766587,1
-0.533186514318181,-0.15619570960704332,1
-0.4132511347469725,-0.1208092863317301,1
-1.7619047619047645,-0.08135133601834305,1
-1.3918703690880108,-0.6542515847942223,1
-0.3230337078651724,-0.4456528555893938,1
0.7115682682823588,0.04094069548197606,1
0.7192196989668368,0.40967508225930177,1
0.726871129651315,0.32153211130709847,1
0.734522560335793,0.2803521550926059,1
0.7291666666666696,0.2830168100919191,1
0.3516028955532491,0.28026045679412204,1
-2.603737290464403,0.12266303620184299,0
1.8974395147069112,-1.093371931302308,0
1.246500125961325,0.9303335300686036,1
0.595560737215739,0.5859951238786432,1
-0.05537865152984711,0.15115234771765523,0
-0.23548968001108062,-0.0634726030704981,1
0.2013329630658367,-0.08185167700000781,0
0.0,0.1360875906438504,1
0.3949282893369377,0.0404875927931036,1
0.1390619237401543,0.19537204878948186,1
-0.11680444185662908,0.07982720235672394,0
-0.3726708074534124,-0.032385473129657616,1
0.7966195622055805,-0.11677933191830339,0
-1.0995807848257821,0.3930266823884057,0
-0.21541241053436577,-0.4381608579460417,1
0.842618384401117,-0.03590648172126177,0
0.5755567904846586,0.4468585112454248,1
0.3084951965682,0.250879394620917,1
0.04143360265174145,0.10637362838502548,1
-1.3874508179747336,0.018396690563214822,0
-0.2309953800924025,-0.5537690785246473,1
-0.07717673472252828,0.0029655615098471283,0
1.3270608060665712,0.07673104968517434,1
0.8939465729954781,0.6053930655515745,1
0.4608323399243849,0.3561103217981769,1
0.02771810685329168,0.1346139450363115,1
-1.2816072047107663,-0.007911832080548208,1
1.4807017543859713,-0.5156028735494189,0
0.5469272795140645,0.7116021446912445,1
-0.3868471953578423,0.25674078094176306,0
-0.18424563609727626,-0.20934505965763375,1
0.018355923163289767,-0.04341101552980257,0
0.22095748242385582,0.0719295519045607,1
1.3094601817210005,0.13856431208469996,1
-0.9166446847797327,0.574032413723855,0
0.30615640599003235,-0.40950001349648,0
0.22559883219428478,0.15134776679117448,1
0.1503992214628565,0.1591533872812142,1
0.07519961073142825,0.07900171255733285,1
0.0,0.0545289490453436,1
0.9003641178417565,0.0298163011300153,1
-0.3280624630929707,0.4108776103041955,0
-1.408728852610086,-0.13661105017955572,1
-0.40729117980905505,-0.5702981380692348,1
-0.27152745320603666,-0.05304305933581911,1
-0.13576372660301833,0.005046651231667892,0
0.0,0.012534373197604615,1
0.21453472780905702,0.05713718669102033,1
1.9066095798769167,0.1345494036168829,1
-1.096304076675647,0.8232030266334452,0
-0.1725740076994442,-0.5100655934580419,1
-0.31451742357268,-0.06517287741947622,1
-0.45646083944591576,-0.0364386656776987,1
-0.5984042553191515,-0.12884863753351242,1
-2.5418060200668946,-0.17557875908173445,1
-0.8236101578586008,-0.9711517418164255,1
0.5397923875432475,-0.16517485010747,0
1.3697687224669686,0.40899021802578994,1
0.9131791483113123,0.6202450847309663,1
0.45658957415565615,0.33498532985899837,1
0.0,0.1297559741116789,1
-2.430909214368171,-0.0201509136300322,1
-0.3966873129654047,-0.9911560844100685,1
-0.9083286752375686,-0.01768082029257837,1
0.29615004935834577,-0.21539041734703157,0
0.2560197929355616,0.2194067686831722,1
0.21588953651277737,0.1720330199657406,1
0.1757592800899932,0.10471443110708492,1
-0.2807214541371339,0.0915742922070848,0
1.9916954043212032,-0.09461896292139046,0
2.518630968810376,0.8711710071594435,1
0.38365753516860224,1.0104452249296771,1
0.24236147152584264,0.0013344528784047377,1
0.10106540788308305,0.013984887016463665,1
-0.04023065575967655,0.05425214884411678,0
0.6976120203917358,0.00791107691732549,1
-1.7918998134825448,0.3268299553399183,0
0.31201248049921304,-0.7333943639813862,0
2.941375346541375,0.21706521234958126,1
1.980622625492464,1.3264978200932176,1
1.0198699044435526,0.7180952525992115,1
0.05911718339464134,0.24827765004750119,1
0.013129390139821062,-0.06726209755845049,0
-0.14440433212996595,-0.0017913087441091546,1
1.2686518109511713,-0.023835936246769225,0
-1.960275217447749,0.5736896300360533,0
-1.0773303709538626,-0.8268411045052511,1
-0.19438552445997614,-0.3760396110741908,1
0.6885593220339103,0.0913191487762384,1
-0.9731720147291067,0.38123473356385595,0
0.2722443559096899,-0.3879703311792353,0
2.2846169127872518,0.16623496531685308,1
0.11006085717983893,1.0196182452863192,1
0.07337390478655928,-0.029841533468871598,0
0.03668695239327964,-0.03290002246708679,0
0.0,0.04655595371426436,1
-0.4074241738343143,0.0345203348836209,0
0.9350649350649443,-0.13181118680962406,0
-0.006433350488932454,0.44669553783603166,0
-0.4953998584571906,0.011973683916605228,0
-0.37552714388115654,-0.20634594596002548,1
-0.2556544293051225,-0.09422949497833562,1
-0.1357817147290885,-0.0289410371651094,1
-1.482680479119447,0.010346191640857164,0
0.11829652996846463,-0.560616873442413,0
-0.21662071681765038,0.16090298490382363,0
0.526281165712783,0.006966315325549505,1
-0.5064196281544826,0.2625078191195668,0
-1.5391204220217483,-0.18579555541106696,1
-2.571821215889014,-0.6007223250993508,1
0.47689414293390353,-0.9402185501836161,0
-0.8423022929340163,0.41899657071850294,0
0.7011393514460895,-0.22263367570196407,0
0.34143402289614766,0.347289353855574,1
0.6991109836832783,0.18572479862543878,1
1.056787944470409,0.28398176616362486,1
1.4144649052575398,0.4323435549464526,1
-0.07236842105263763,0.5499275271858287,0
1.316742379353486,-0.0994674796521543,0
1.1761647930339958,0.5288004560953204,1
-0.09633911368014392,0.47284307053704605,0
-0.09422714725360419,-0.1093457893390303,1
-0.09211518082706445,-0.045969487906534046,1
-0.09000321440052472,0.009331125578350336,0
0.7785856765973875,0.01000745760846216,1
-1.3216702847656747,0.3708544538935446,0
0.20058233581365936,-0.5404169185861495,0
-0.12914890869173412,0.14752315937005056,0
0.30400374922081586,0.033421956127154116,1
0.7371564071333658,0.1624395225644412,1
1.1703090650459158,0.3373820681641845,1
-0.7669201763916278,0.4796520026429435,0
0.6955625684291755,-0.36232925304498165,0
0.8890310201471241,0.31130834628702614,1
0.0,0.41043429762228123,1
0.28316639195300475,-0.029629400037417458,0
0.5663327839060095,0.11879204991083067,1
0.8494991758590142,0.2618951078628647,1
0.44003017349760754,0.35489629348189633,1
0.4130679684566152,0.16046169256500842,1
0.15582149090003217,0.1553061292957485,1
0.5663077976227449,0.06726349120068323,1
0.3094692248178081,0.2502033269848996,1
0.052630652012871315,0.1365249385833732,1
-0.2042079207920655,0.023725125216568266,0
0.45265703478638564,-0.060621031130326034,0
0.41358024691358075,0.23441227594447864,1
-0.47949837093502756,0.20018939658903148,0
-1.8098708999938151,-0.19692286769343384,1
-1.4938646127454176,-0.7084761424548707,1
-1.17785832549702,-0.4803438058136466,1
-0.8618520382486228,-0.3066097049174922,1
-0.8312710197347584,-0.2031377253515616,1
0.07678525723060492,-0.2181913946643424,0
0.7480818414322243,0.14454772173559022,1
1.54217173319795,0.3823974717763129,1
1.4281144887986337,0.6444869435343247,1
1.3140572443993175,0.533482313477369,1
1.200000000000001,0.4575154237280074,1
0.5743577075098871,0.4203342225204312,1
0.44212465459010364,0.16992275832659592,1
1.0454239775020024,0.14744675507484062,1
0.36907066795739407,0.4313322075313084,1
0.3344591118912277,0.12869803266112223,1
0.2998475558250613,0.11857084167611287,1
0.2652359997588949,0.13441500748839466,1
-0.37584606659293307,0.12302969086845238,0
-1.016928132944761,-0.14108375032302256,1
0.6890935287853228,-0.37855782354313516,0
-0.2986374665588154,0.38772015885774563,0
0.22732541230972758,-0.07175793747319642,0
0.7532882911782706,0.11840751203164859,1
1.2792511700468134,0.3561902628387946,1
0.22797288971039276,0.529929271673206,1
-0.07991639515583238,0.046692801653113396,0
1.7903285345145736,-0.05752872141095446,0
0.2236325173768483,0.7793354538524591,1
-0.11022898712889823,0.058011951828861145,0
-0.44409049163464476,-0.09085124476957772,1
-0.7779519961403913,-0.1491468245590141,1
-0.5591685406916569,-0.2594250014891484,1
-0.34227736690911614,-0.13969300288686926,1
-1.2020852499233459,-0.04502633664023857,1
0.9808181761747914,-0.42194775241854154,0
0.3403606185051681,0.5153134218846198,1
-0.30009693916445523,0.18932069935427812,0
-0.9405544968340784,-0.14113456645290867,1
-0.7260767034876436,-0.3526073905499233,1
-1.5002813027442663,-0.20829817510936374,1
-0.3998223011994595,-0.5131927933610066,1
0.5161208105008308,-0.03037394608247415,0
0.34408054033388724,0.3353926548575579,1
0.17204027016694362,0.17710205141675867,1
0.0,0.07439640419157294,1
0.8177496038034748,0.017613073380788682,1
-1.3455734406438546,0.3729338321523546,0
0.8667941363925902,-0.5561024972709385,0
2.5527612789081333,0.42443982490921334,1
0.7077969010753342,1.121003229484854,1
-1.1371674767574649,0.18485810968168379,0
-0.9909132188817189,-0.573133426860695,1
-0.8446589610059729,-0.35211969333547166,1
-0.7365656824441236,-0.22011133160265106,1
0.6129823202994045,-0.1880057108775603,0
0.0961970114795152,0.3635657114537533,1
0.20508469823903308,0.08327746610888126,1
0.31397238499855096,0.0947434115557314,1
0.42286007175806883,0.15712167117148906,1
-0.1594998086002275,0.19308010855778437,0
-1.4505719215285429,-0.05909941963322473,1
-0.8948255738555289,-0.5759012977674068,1
-0.17665532583094334,-0.2618471578600544,1
0.017686731502360636,0.06717196248046492,1
0.21202878883566462,0.09245899615604525,1
0.40637084616896857,0.13443000451676382,1
0.09138977740061893,0.1985727490135137,1
0.0,0.05028487566736463,1
2.15874258136044,0.018103591830205504,1
-0.8682328907047898,0.9356209228410981,0
0.2862819711976661,-0.41874636190811526,0
1.440796833100122,0.10637315338032202,1
2.595311695002578,0.6635048057250087,1
-0.533550938421945,1.0449088636536945,0
-1.5839959611258503,-0.3599182578353727,1
0.23725553061879623,-0.7059099367536048,0
0.06397134083930833,0.232612142958525,1
0.06395770845197084,0.12215335460859196,1
0.06394407606463333,0.05353759706936436,1
0.06393044367729583,0.06080283715181155,1
0.1469460771786224,0.06080213850673738,1
-0.02551834130780639,0.09540776783843145,0
0.0,0.019781254001097877,1
-1.5314912896432942,0.034728611475576515,0
-1.0166738854896273,-0.5975101867992095,1
-0.5018564813359605,-0.31494614442371044,1
0.012960922817706333,-0.05952495380007268,0
-0.8747489146634035,0.11017805396056668,0
1.4054124722185923,-0.3048683387492631,0
0.08380068329787438,0.6638165413003786,1
0.2125466958650124,0.04793555166998457,1
0.6665815729787121,0.06512297286070833,1
1.1206164500924118,0.3040366055484499,1
1.5746513272061113,0.467446477592342,1
-0.17084282460135825,0.6173899555108342,0
2.1930658553590554,-0.14925028564196963,0
0.45897165539912077,0.8952126979587218,1
-1.7410631598444137,0.14085925460081955,0
-1.6131121662550558,-0.7973963076257782,1
-1.4851611726656981,-0.5728893355938058,1
-1.3572101790763402,-0.43427018973590387,1
-1.847251417287732,-0.39255951648170506,1
0.6359919527548774,-0.608646862773231,0
1.5928290449474414,0.4443884545518619,1
0.19042782785325674,0.7524232804529732,1
-0.13491667364268584,0.020656714344838546,0
-0.4602611751386284,-0.09132596561553774,1
-0.7856056766345709,-0.15422563411041895,1
1.8965517241379404,-0.2618554352635661,0
0.5640157924421851,0.8853185276123274,1
-1.0513691185869256,0.22184267736944724,0
-2.6667540296160364,-0.5027416775961477,1
-2.650718326486986,-1.0485574803204734,1
-2.634682623357935,-0.9014626475311438,1
-2.6186469202288842,-0.8291551255702352,1
-0.9885248168118421,-0.8250391012592488,1
-0.5725057599664796,-0.14561440718767182,1
1.4605715890738002,-0.04689475448389027,0
0.3460447089763896,0.7172802359493458,1
0.2375935000321257,0.14189369066223587,1
0.12914229108786182,0.06204994713092531,1
0.02069108214359794,0.06832653593352594,1
-0.5999172527927255,0.03247154553835897,0
0.3607353451265949,-0.21746897093730147,0
1.472316306075916,0.2166256114003376,1
0.32016348773842296,0.6636916108898868,1
0.11385200352747779,0.09142933113527901,1
-0.09245948068346738,0.011169767539962336,0
-0.29877096489441257,-0.017513645991090093,1
-1.4574678199278157,-0.0857647091316644,1
0.4354136429608024,-0.552215931117059,0
0.28213597577759764,0.3002318420455121,1
1.2969189597200392,0.19864128792064217,1
1.0633210352430627,0.5503446369675844,1
0.8297231107660858,0.4133560274869402,1
0.5961251862891093,0.2838229852249321,1
-1.0437710437710468,0.20676552025087802,0
-0.6464783940115626,-0.4583379974732302,1
0.972602739726014,-0.20821911624621198,0
0.35951702618368664,0.519409871691704,1
0.2396780174557911,0.17297854646158878,1
0.11983900872789555,0.08273635367200838,1
0.0,0.06393856209397865,1
-2.2237242311591743,0.024375464193537984,0
-1.7904050877920685,-0.8938436040614175,1
-0.8024213415921633,-0.6070119771984841,1
-1.6816859433761433,-0.12063214630642914,1
-0.7025327382322866,-0.5519931685154187,1
0.27662046691157016,-0.1447047603976609,0
1.255773672055427,0.2568706667371165,1
-1.4754098360655887,0.5809652181617194,0
-0.25320118642840894,-0.6451192491633879,1
0.9646069045546879,-0.05218430522290807,0
1.0056748796781978,0.5145478895025591,1
1.0213021588391102,0.4257129685626648,1
1.0369294380000227,0.3800040272853324,1
1.0525567171609351,0.38435205496629843,1
0.9289886691533411,0.38977230281256103,1
0.38351579387769785,0.33701884065946136,1
0.7154765212558978,0.11414459940449037,1
0.4758948893027082,0.2829030521564288,1
0.7428535945159132,0.19033652160582487,1
1.0098122997291181,0.2991948292713138,1
1.276771004942323,0.40873281043254084,1
-0.061000406669375895,0.4974681714067596,0
-2.360122075279747,-0.08506924041894562,1
-1.3752865180245766,-0.9977854389729497,1
2.4649623212902316,-0.42544734001350487,0
2.0511254754027375,1.2289138145944847,1
1.6372886295152433,0.8388992691246135,1
1.2234517836277492,0.5280392105342746,1
1.6500305561213846,0.3919251085490633,1
0.8350033400133627,0.6066159377872197,1
0.19874130506791765,0.2638317117726281,1
-0.3371900826446228,0.01800705584282087,0
-0.14076349147693623,-0.14346840969134997,1
0.05566309969075034,-0.010785975122943145,0
0.2520896908584369,0.08422257629735586,1
-1.5682901005823258,0.14925994337006382,0
0.6050420168067339,-0.6284035762162211,0
0.6481790845305646,0.35460623291455085,1
0.5311379630859037,0.3476041293840829,1
0.43334174424544497,0.20787021385424825,1
0.3355455254049863,0.17069990128032847,1
0.23774930656452753,0.13919568320555498,1
-2.668335749110562,0.10687884386557907,0
0.6769105801123665,-1.0975998152007191,0
1.6607274927721294,0.4346238860615239,1
-0.29761904761903546,0.8114877225850952,0
-0.16966753533917225,-0.18760452683516599,1
-0.04171602305930905,-0.08442623043333242,1
0.08623548922055413,0.04282760235179161,1
0.026511134676554526,0.08509072433302975,1
-0.2915451895043719,0.049100581408043055,0
-0.01993620414673103,-0.08602303211196007,1
0.23928215353938853,0.04426768674354591,1
0.09984369549002059,0.15285148903024784,1
-0.03959476255934735,0.0717316347998931,0
-0.1790332206087153,0.009431250918181519,0
-1.3418360568619558,-0.03666332482445195,1
-0.31645569620253333,-0.5097427401770448,1
0.5200945626477438,-0.022891315992054073,0
2.8557989517538074,0.32627226678321614,1
2.0998547311467775,1.2208364722899754,1
1.3439105105397475,0.7639594826237031,1
0.5879662899327176,0.38772201129470124,1
-0.36370721569136677,0.13811457497707222,0
2.809464832801001,-0.19378627628275608,0
-0.6023332487953281,1.2054348239201447,0
0.10206034317790103,-0.3228052390957755,0
-0.02329561097343577,-0.0034138616216866854,1
-0.14865156512477257,0.05101034583586423,0
-0.27400751927610933,-0.024183731665590784,1
-0.773162939297134,-0.06572123685247933,1
2.2087706871015467,-0.26309423634726015,0
1.9405241935483986,1.0065955997337597,1
-0.23485784919655694,0.7809335398117057,0
-0.292862321964682,-0.23384737152315316,1
-0.350866794732807,-0.14867828391604443,1
-0.40887126750093206,-0.0821736506254609,1
-0.721572530480219,-0.10140496334183297,1
0.0,-0.22671356177833776,1
